codigo_articulo,categoria,existencias_iniciales,total_entradas,total_salidas,existencias_actuales,tasa_rotacion,tiene_precio,tiene_proveedor,frecuencia_salidas,frecuencia_entradas,necesita_reposicion,origen,nombre_producto,presentacion,unidad_medida,categoria_general,es_producto
SINT0103,Infusion,0.0,4.0,6.93,-2.93,1.7325,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0968,Harina,35.0,6.0,5.18,35.82,0.1263,0,0,7,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0010ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Frejol Caballlero 1 kg,1 kg,kg,Menestras,True
0454SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Galleta con cereales,,paquete,Snacks y dulces,True
SINT0947,"Condimentos, Salsas, cremas",36.0,0.0,0.36,35.64,0.01,0,0,1,4,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0258HA,Harina,6.0,0.0,0.0,6.0,0.0,0,0,0,0,0,real,Chuño 5kg,5 kg,kg,Cereales y farináceos,True
SINT0557,Cereal,25.0,5.0,2.2,27.8,0.0733,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0393IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0536,Cereal,49.0,2.0,0.99,50.01,0.0194,0,1,6,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0109,Limpieza,0.0,3.0,5.64,-2.64,1.88,0,0,5,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0267,Aves,0.0,7.0,16.16,-9.16,2.3086,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0634,Instantaneo,41.0,0.0,0.44,40.56,0.0107,0,0,5,1,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
0465SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0288,Menestras,0.0,4.0,11.65,-7.65,2.9125,0,1,6,4,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0783,Huevos,32.0,6.0,1.24,36.76,0.0326,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,unidad,Avícolas,False
0507AV,Aves,0.0,0.0,2.0,-2.0,0.0,1,0,1,0,1,real,Pavo de 7 kl,7 kg,kg,Avícolas,True
SINT0296,Instantaneo,0.0,3.0,3.36,-0.36,1.12,0,0,8,2,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0062,Lacteos,0.0,4.0,9.12,-5.12,2.28,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
SINT0749,Cereal,22.0,4.0,0.85,25.15,0.0327,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0261,Huevos,0.0,0.0,1.5,-1.5,0.0,0,0,7,2,1,sintetico,Registro técnico (sin descripción),,unidad,Avícolas,False
0545VA,Vacuno,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lomo Fino,,kg,Cárnicos y pescados,True
SINT0761,"Condimentos, Salsas, cremas",20.0,0.0,0.13,19.87,0.0065,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0497,Menestras,10.0,1.0,2.12,8.81,0.194,0,0,2,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0564,Limpieza,23.0,4.0,1.45,25.55,0.0537,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0895,Lacteos,6.0,0.0,0.55,5.45,0.0917,0,1,1,3,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0376IN,Infusion,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real,Infusion digestiva 50 und,50 und,caja,Bebidas e infusiones,True
0674EM,Otros,0.0,2.0,0.0,2.0,0.0,1,0,0,2,1,real,Hot dog pavo,,unidad,Otros,True
SINT0577,Aves,32.0,8.0,3.03,36.97,0.0758,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0361FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0227,"Condimentos, Salsas, cremas",0.0,2.0,3.6,-1.6,1.8,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0635,Cereal,10.0,6.0,3.97,12.32,0.2438,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0617,Harina,10.0,6.0,2.12,13.88,0.1325,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0300,Limpieza,0.0,8.0,10.86,-2.86,1.3575,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0796,Infusion,47.0,5.0,3.95,48.05,0.076,1,0,3,5,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0322,Azucar,4.0,5.0,5.85,3.15,0.6501,1,0,6,3,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0304,Aves,0.0,9.0,19.83,-10.83,2.2033,0,0,6,4,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0889,Limpieza,9.0,0.0,0.41,8.59,0.0456,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0915,"Condimentos, Salsas, cremas",50.0,6.0,2.84,53.16,0.0507,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0373,Azucar,9.0,8.0,12.62,3.89,0.7646,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
SINT0165,Lacteos,0.0,4.0,9.53,-5.53,2.3825,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0081ME,Menestras,11.0,0.0,3.0,8.0,0.2727272727272727,0,1,1,0,0,real,Trigo 1 kg,1 kg,kg,Menestras,True
SINT0055,"Mermelada, mantequilla",0.0,0.0,0.25,-0.25,0.0,0,1,3,5,1,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0926,"Condimentos, Salsas, cremas",11.0,4.0,1.53,13.47,0.102,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0678EM,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
SINT0606,Infusion,27.0,0.0,2.5,24.5,0.0926,1,0,7,4,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0059ME,Menestras,3.0,0.0,3.0,0.0,1.0,0,1,1,0,1,real,Papa Seca 1 kg,1 kg,kg,Menestras,True
0136CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Pure de manzana 370 gr,370 gr,lata,Conservas,True
SINT0398,Aceite,0.0,3.0,7.03,-4.03,2.3433,0,0,8,2,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
SINT0637,Menestras,20.0,3.0,4.23,18.77,0.1839,0,1,3,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0893,Menestras,33.0,0.0,1.03,31.97,0.0312,0,0,3,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0510AV,Aves,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Pechuga de pavo,,kg,Avícolas,True
SINT0540,Menestras,28.0,12.0,6.75,33.25,0.1688,0,1,3,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0350FI,Fideos,4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real,Fideo corto 4kl,4 kg,kg,Cereales y farináceos,True
0390IN,Infusion,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Cola de Caballo,,caja,Bebidas e infusiones,True
SINT0420,Frutos secos,16.0,0.0,0.75,15.25,0.0469,0,0,4,4,0,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
SINT0331,Aceite,0.0,6.0,8.03,-2.03,1.3383,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
SINT0321,Aves,0.0,0.0,1.63,-1.63,0.0,0,0,3,0,1,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0201,Limpieza,0.0,0.0,0.99,-0.99,0.0,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0480HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Avícolas,False
SINT0057,Menestras,0.0,5.0,9.3,-4.3,1.86,0,1,4,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0100,Limpieza,0.0,0.0,0.14,-0.14,0.0,0,1,4,0,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0658LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Limpiador de crema multiusos,,unidad,Limpieza e higiene,True
0175CR,Cereal,0.0,20.0,0.0,20.0,0.0,0,0,0,1,0,real,Hojuela 275 gr,275 gr,kg,Cereales y farináceos,True
0039ME,Menestras,0.0,8.0,0.0,8.0,0.0,1,0,0,6,0,real,Lenteja BB 500 gr,500 gr,kg,Menestras,True
SINT0370,Limpieza,0.0,4.0,6.94,-2.94,1.735,0,0,6,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0092AC,Aceite,7.0,0.0,0.0,7.0,0.0,0,1,0,0,0,real,Aceite Vegetal 5 lt,5 lt,litro,Abarrotes,True
SINT0818,"Condimentos, Salsas, cremas",2.0,6.0,2.33,5.67,0.2912,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0332,Limpieza,0.0,0.0,0.08,-0.08,0.0,0,0,2,1,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0393,Instantaneo,3.0,6.0,9.93,-0.93,1.1033,0,0,4,3,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0961,Aves,20.0,7.0,4.4,22.6,0.163,0,0,4,1,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0560,Conserva,16.0,2.0,1.84,16.16,0.1022,0,0,3,3,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0505AV,Aves,0.0,3.0,0.0,3.0,0.0,0,1,0,1,1,real,Milanesa de pollo,,kg,Avícolas,True
0341GE,"Gelatina, postres",4.0,0.0,0.0,4.0,0.0,0,0,0,0,1,real,Mazamorra morada,,unidad,Snacks y dulces,True
0029ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Frejol Rojo 1 kl,1 kg,kg,Menestras,True
SINT0354,Limpieza,0.0,0.0,0.51,-0.51,0.0,0,0,3,0,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0804,Menestras,26.0,0.0,0.47,25.53,0.0181,0,0,5,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0798,Aves,35.0,0.0,0.47,34.53,0.0134,0,0,5,1,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0172CR,Cereal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Granola 1 kg,1 kg,kg,Cereales y farináceos,True
SINT0575,"Condimentos, Salsas, cremas",42.0,6.0,2.69,45.31,0.056,0,0,5,1,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0497AV,Aves,0.0,5.035,0.0,5.035,0.0,0,1,0,3,0,real,Pollo piernas c/ encuentro bandeja,bandeja,kg,Avícolas,True
SINT0523,Vacuno,46.0,4.0,1.54,48.46,0.0308,0,0,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0518,Conserva,31.0,0.0,0.03,30.97,0.001,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0069,Huevos,0.0,7.0,6.38,0.62,0.9114,0,0,3,1,1,sintetico,Registro técnico (sin descripción),,unidad,Avícolas,False
0593LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lejía líquida color 1 lt,1 lt,unidad,Limpieza e higiene,True
SINT0493,"Condimentos, Salsas, cremas",45.0,3.0,2.12,45.88,0.0442,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0663LI,Otros,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Otros,False
0237HA,Harina,5.0,0.0,0.0,5.0,0.0,0,0,0,0,0,real,Harina trigo 10 kl,10 kg,kg,Cereales y farináceos,True
SINT0578,Menestras,42.0,4.0,1.89,44.11,0.0411,0,0,4,7,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0693,Conserva,42.0,7.0,4.61,44.39,0.0941,0,1,1,3,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0303,Harina,0.0,6.0,13.05,-7.05,2.175,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0323,Menestras,0.0,4.0,7.12,-3.12,1.78,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0500,Menestras,38.0,4.0,2.81,39.19,0.0669,1,0,1,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0110AC,Aceite,5.0,0.0,0.0,5.0,0.0,0,1,0,0,0,real,Aceite 18 lt (balde),18 lt,litro,Abarrotes,True
SINT0646,Cereal,14.0,0.0,0.41,13.59,0.0293,1,0,3,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0574LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Jabon liquido para ropa 4 L,4 lt,unidad,Limpieza e higiene,True
SINT0141,Menestras,0.0,0.0,1.75,-1.75,0.0,0,1,4,2,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0631,Menestras,0.0,10.0,2.86,7.14,0.286,0,1,2,5,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0852,Infusion,36.0,0.0,0.98,35.02,0.0272,0,0,3,5,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0163,Vacuno,1.0,9.0,16.55,-6.55,1.655,0,0,3,0,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0117,Menestras,5.0,0.0,2.13,2.87,0.426,0,0,3,0,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0596,Limpieza,35.0,0.0,2.33,32.67,0.0666,0,0,0,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0524,Instantaneo,43.0,0.0,0.46,42.54,0.0107,0,0,1,3,0,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0479,Menestras,35.0,5.0,1.96,38.04,0.049,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0030,Harina,6.0,6.0,8.36,3.26,0.7197,0,0,5,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0901,Cereal,8.0,9.0,2.91,14.09,0.1712,0,0,4,6,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0459SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Gaseosa 3lt,3 lt,paquete,Snacks y dulces,True
0267CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Sal rosada 500 gr,500 gr,unidad,Abarrotes,True
0077ME,Menestras,7.0,0.0,0.0,7.0,0.0,0,1,0,0,0,real,Soya 500 gr,500 gr,kg,Menestras,True
0448FS,Frutos secos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0399LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche Ligth 900 ml cJaja,900 ml,lata,Lácteos,True
0179CR,Cereal,1.0,0.0,0.5,0.5,0.5,0,0,1,0,1,real,Cebada kg,,kg,Cereales y farináceos,True
SINT0450,Limpieza,37.0,3.0,2.58,37.42,0.0645,0,1,4,5,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0632,Menestras,8.0,0.0,0.32,7.68,0.04,0,1,4,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0444,Infusion,47.0,6.0,3.83,49.17,0.0723,0,0,1,1,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0605,Lacteos,25.0,9.0,4.43,29.57,0.1303,0,1,4,5,0,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0601LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Blanqueador en polvo grande,,unidad,Limpieza e higiene,True
0063ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Pop Corn 1 kl,1 kg,kg,Menestras,True
SINT0199,Instantaneo,0.0,0.0,0.7,-0.7,0.0,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0149,Menestras,0.0,0.0,0.78,-0.78,0.0,0,0,6,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0295,Vacuno,0.0,6.0,13.19,-7.19,2.1983,1,0,3,1,1,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
0281CN,"Condimentos, Salsas, cremas",36.0,0.0,0.0,36.0,0.0,0,0,0,0,0,real,Vinagre blanco 500 ml,500 ml,unidad,Abarrotes,True
0037ME,Menestras,12.0,0.0,0.0,12.0,0.0,0,0,0,0,0,real,Lenteja 10 kg,10 kg,kg,Menestras,True
0669EM,Embutidos,0.0,6.0,0.0,6.0,0.0,0,0,0,1,0,real,Chorizo Preco x 4,,paquete,Cárnicos y pescados,True
SINT0217,Aceite,0.0,0.0,2.87,-2.87,0.0,0,0,3,2,1,sintetico,Registro técnico (sin descripción),,litro,Abarrotes,False
SINT0068,Limpieza,0.0,4.0,10.08,-6.08,2.52,0,0,5,4,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0007,Snacks,0.0,7.0,12.54,-5.54,1.7914,0,1,6,0,1,sintetico,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
SINT0224,Menestras,0.0,6.0,11.3,-5.3,1.8833,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0820,Limpieza,9.0,2.0,2.93,8.0,0.2681,0,1,3,3,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0194AZ,Azucar,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Azucar rubia 50 kg,50 kg,kg,Abarrotes,True
SINT0003,Conserva,9.0,5.0,9.52,4.48,0.68,0,1,3,1,1,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
0461SN,Snacks,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,paquete,Snacks y dulces,False
0682COR,Cordero,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0066,Limpieza,0.0,0.0,1.82,-1.82,0.0,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0128,Limpieza,0.0,1.0,3.8,-2.8,3.8,0,1,3,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0837,"Condimentos, Salsas, cremas",45.0,0.0,0.18,44.82,0.004,0,0,5,4,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
0416LA,Lacteos,0.0,36.0,0.0,36.0,0.0,0,0,0,2,0,real,Yogurt 2lt,2 lt,lata,Lácteos,True
SINT0447,Limpieza,28.0,0.0,1.55,26.45,0.0554,0,0,1,2,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0810,Aves,22.0,3.0,1.88,23.12,0.0752,1,0,1,3,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
0622LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Lavavajilla 300 ml,300 ml,unidad,Limpieza e higiene,True
0117CO,Conserva,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Trozo de atun agua lata,lata,lata,Conservas,True
0421MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Mermelada 180 gr,180 gr,unidad,Abarrotes,True
SINT0561,Vacuno,8.0,6.0,5.36,8.64,0.3829,0,0,5,7,0,sintetico,Registro técnico (sin descripción),,kg,Cárnicos y pescados,False
SINT0946,Cereal,45.0,2.0,1.6,45.4,0.034,0,0,5,1,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0610LI,Limpieza,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Limpiavidrios en spray 650 ml,650 ml,unidad,Limpieza e higiene,True
SINT0454,Cereal,35.0,10.0,4.05,40.95,0.09,0,1,2,2,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0091AC,Aceite,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1,real,Aceite Vegetal 3 lt,3 lt,litro,Abarrotes,True
SINT0310,Cereal,0.0,5.0,5.46,-0.46,1.092,0,0,2,2,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0569,Menestras,16.0,0.0,0.9,15.1,0.0562,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0427,Menestras,12.0,0.0,1.11,10.68,0.0942,0,0,7,2,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0292,Lacteos,4.0,4.0,3.67,3.91,0.4841,0,1,4,2,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
0504AV,Aves,0.0,4.0,0.0,4.0,0.0,1,1,0,1,1,real,Pollo saborizado,,kg,Avícolas,True
0012ME,Menestras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,real,Frejol Caballlero 10 kl,10 kg,kg,Menestras,True
0400LA,Lacteos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Leche descramada 900 mlcaja,caja,lata,Lácteos,True
0287CN,"Condimentos, Salsas, cremas",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Vinagre balsamico 250 ml,250 ml,unidad,Abarrotes,True
SINT0132,Limpieza,7.0,3.0,6.57,3.83,0.6315,0,1,5,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0076,Instantaneo,7.0,8.0,11.67,3.63,0.7629,0,0,7,2,1,sintetico,Registro técnico (sin descripción),,unidad,Bebidas e infusiones,False
SINT0654,Menestras,35.0,4.0,4.07,34.93,0.1044,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
SINT0748,"Condimentos, Salsas, cremas",42.0,1.0,1.96,41.04,0.0456,0,0,4,2,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0811,Conserva,4.0,4.0,2.18,5.79,0.2736,1,0,4,5,0,sintetico,Registro técnico (sin descripción),,lata,Conservas,False
SINT0110,Menestras,0.0,0.0,0.04,-0.04,0.0,0,0,3,3,1,sintetico,Registro técnico (sin descripción),,kg,Menestras,False
0162CR,Cereal,20.0,0.0,0.0,20.0,0.0,0,0,0,0,0,real,Arroz 50 kg,50 kg,kg,Cereales y farináceos,True
SINT0664,Harina,15.0,7.0,4.84,17.16,0.22,0,0,2,3,0,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0967,Frutos secos,31.0,9.0,4.74,35.26,0.1185,0,0,2,4,0,sintetico,Registro técnico (sin descripción),,kg,Snacks y dulces,False
0260HA,Harina,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
0338GE,"Gelatina, postres",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Pudin chocolate,,unidad,Snacks y dulces,True
SINT0701,Aves,37.0,6.0,4.51,38.49,0.1049,0,1,4,2,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0423,Azucar,6.0,5.0,2.89,8.37,0.2566,0,0,4,3,0,sintetico,Registro técnico (sin descripción),,kg,Abarrotes,False
0521CE,Cerdo,0.0,0.79,0.0,0.79,0.0,0,1,0,1,1,real,Chuleta de lomo,,kg,Cárnicos y pescados,True
SINT0706,Aves,19.0,6.0,3.78,21.22,0.1512,0,1,6,3,0,sintetico,Registro técnico (sin descripción),,kg,Avícolas,False
SINT0327,Harina,0.0,0.0,0.34,-0.34,0.0,0,0,4,1,1,sintetico,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0347,Limpieza,0.0,5.0,7.97,-2.97,1.594,0,0,5,2,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
SINT0275,Infusion,0.0,1.0,3.58,-2.58,3.58,0,0,4,0,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0116,Lacteos,0.0,6.0,13.85,-7.85,2.3083,0,1,7,4,1,sintetico,Registro técnico (sin descripción),,lata,Lácteos,False
SINT0372,Limpieza,0.0,1.0,2.04,-1.04,2.04,0,1,3,3,1,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
0527CE,Cerdo,1.0,2.74,0.0,3.74,0.0,0,1,0,1,1,real,Enrollado de cerdo,,kg,Cárnicos y pescados,True
0023ME,Menestras,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,real,Frejol Negro 5 kl,5 kg,kg,Menestras,True
0360FI,Fideos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,kg,Cereales y farináceos,False
SINT0129,Infusion,0.0,8.0,12.47,-4.47,1.5588,0,0,5,3,1,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
0343GE,"Gelatina, postres",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Snacks y dulces,False
0435MR,"Mermelada, mantequilla",0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Abarrotes,False
0478HU,Huevos,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Registro técnico (sin descripción),,unidad,Avícolas,False
0220IN,Instantaneo,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,real,Milo 380 gr lata,380 gr,unidad,Bebidas e infusiones,True
SINT0481,"Condimentos, Salsas, cremas",37.0,0.0,0.53,36.47,0.0143,0,0,6,5,0,sintetico,Registro técnico (sin descripción),,unidad,Abarrotes,False
SINT0755,Infusion,17.0,9.0,7.95,18.05,0.3058,0,1,3,2,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0722,Infusion,12.0,5.0,3.7,13.11,0.2201,0,0,5,3,0,sintetico,Registro técnico (sin descripción),,caja,Bebidas e infusiones,False
SINT0782,Limpieza,38.0,2.0,1.64,38.36,0.041,0,1,2,4,0,sintetico,Registro técnico (sin descripción),,unidad,Limpieza e higiene,False
